photo_id	caption
e6kAKvMQ-uFhwO4kniDWnA.jpg	caprese salad burattum
csxAr8fBvFVfy-lvDETIuQ.jpg	pizza cookie dark chocolate gelato
Dd2w6smuAteGCeIyON0fPw.jpg	shrimp rice bowl
CVFdUoNuoDX9FHcpudOvsQ.jpg	tofu salad
7oyEjqMzXiQavMbdBLtLQg.jpg	fish egg nigiri
HJpqbpmUS9ve0V8Mnl3qcQ.jpg	egg huge
2I476tyCWYOdHCyCK54mjQ.jpg	salt pepper shrimp hot little
1LD0l-9szbR6Uq6WwFdEKQ.jpg	noodle salad
fuxxiNnsmSY4HmpEGoZHOQ.jpg	golden dragon roll sushi
7m_sLJmqA8OZ4XB258c09w.jpg	roll
bVIZhbrBnC4Mn4DXj9PJAw.jpg	trio caramelized chocolate caramel sea salt more flavor
6otZCHl5ruLa-InYpj0rNg.jpg	salmon roll
hHv1Kq3t19PBhgMrdewMQA.jpg	spicy avocado roll
-GIos6fRxMsfU3HlL3yiQg.jpg	soup chicken pork
CS7RRWwenysSJB7_Z25VeQ.jpg	jasmine tea smoked pork rib
8UgDt9dk7_6Yz_CNDudu1Q.jpg	shrimp crab omelette
gDqagwQNcygZE3Gjn5jw0g.jpg	chocolate tart
9d9udwhA-VizxnDyGmhlKw.jpg	flavor heat curry fried rice
G6-Scci94cQkYXlaEGxUOw.jpg	biscuit gravy bacon crispy chicken american cheese sunny egg
e-7hC2ctOJsohlwfqo8FhA.jpg	oxtail fried rice
2LKb1UDyZri_6xUC2z8rhw.jpg	chocolate crunchy
gbvOb7RJs4thp9i3-gbtSQ.jpg	vanilla bean shrimp scallop
-E_cTiF_mQKRq2OjLwTjqA.jpg	chocolate fruit
EvIa3rnCo4DyHbmLPD1hFw.jpg	blue special roll cream cheese vinaigrette
GMA0RLOKAqOnqtZkgXk4uQ.jpg	shrimp cocktail
_c8CWXS5o7v36wSQzJklgA.jpg	shrimp
2F2C3MapJE52MPJtEpxxhg.jpg	red bean white chocolate ice cream
a6j8UtC_dYvwAHa9VWBKPw.jpg	shrimp chicken waffle
6NJLXPrZMa684N0myuixYA.jpg	egg
7RR6hDKQEtT8hrD1D9szng.jpg	shrimp
9qIoli13nq0Og7dEg9WuWQ.jpg	sizzling beef tenderloin
Hfv6wcIhgSgZFgkRxqNH0g.jpg	soi poutine beef curry cheese fry ye
7J1hAuGjGcK9t855MtQXjA.jpg	winterliciou dinner shrimp tempura maki avocado unagi
cyA3AyiQjlUoLh9C4r2h0w.jpg	artisan grilled chicken sandwich extra meal
auVE0Q5hTxDXFtT4yxqE4w.jpg	dragon roll shrimp crab topped avocado sauce flavor
9rQ68p_clPwMm9gsrw8b8Q.jpg	pig sandwich tostone
eUxaevPnWU0g_ZkJRs_ddg.jpg	big salad cherry tomato cucumber carrot avocado dressing
7rknDVzlqjAC5MzuJ1IgXQ.jpg	shrimp cake
1ZTF1fvSdhllq9oVxzuCKA.jpg	fruity sandwich ice cream brownie cake
AG2T5FrZZmwO8M3vz4GNLw.jpg	beef carpaccio
CP6aEiUwNi5PBRIr4zWP8w.jpg	sirloin shrimp
99zLaeX8_rUyumX06d-K9w.jpg	chilaquile scrambled egg
dvZ1lCa4yMIfHgVccqPw6A.jpg	chocolate pie
1a-IvYNl8pWuiBBcm5IETQ.jpg	strawberry vanilla crepe breakfast
eJ5u6WQ6DTh5s3hAIdwImQ.jpg	food deliciou shrimp
FZzMYtXvc7Ir_cI-TAJohA.jpg	curry beef
7jq-CqdYrQAO5oR22PD1wQ.jpg	boston sandwich
GVY7OAerI3dcwtAX9YGcPw.jpg	chocolate chip macaron lemon cooky italian pomegranate
9fjmsfxwEJPAixhO-jPVwg.jpg	deviled egg
AJ2HCal9BH8YGHl6WIx8Bw.jpg	breakfast sandwich
gNwbBP-cpioCBjyn6Brxqw.jpg	pork belly taco super portion crispy buttery juicy
2BU7BfgULqzlPxUILODEKQ.jpg	sandwich
gbsPxi-FOivJyC38b1Szgw.jpg	chocolate creme
E93dG5jMs_Jc9XYUu7QE7A.jpg	shrimp scampi
1feUmng3T5FlEgVGYmAzXg.jpg	rainbow roll spicy
BTqss11eJsfAokS_LPSbOw.jpg	salt pepper shrimp flavor little fresh fried
ClW8A219Z4QjCe2LyAN_BQ.jpg	strawberry vanilla crepe breakfast
2FtvPQT5vmwowSPcvRcRgw.jpg	papaya salad
9FUmoF9QTpjFnA3A7eLNZQ.jpg	honey walnut shrimp white rice
AmY4IonUcPYTwwgSW_PUjA.jpg	roll
6GpN6Vu5KGaDs7TWpJ3RFg.jpg	bruschettum spicy chicken sandwich white sangrium
Hj-h3YLk4qQ-eu0X0XM8PA.jpg	big breakfast biscuit scrambled egg hot sausage hash brown
1J9-yzzuloqvOFecxcwsiA.jpg	hummu beef
ck-0l8IvBITYc_gFu8K7LQ.jpg	chocolate
Cm2cdpqxrshq0ev-uuUfdg.jpg	special chocolate sushi
gHY6jcOE6I2Yj7pQfw6I4g.jpg	breakfast deliciou
BvMcImB1-uIoLXnPQi2YNg.jpg	chicken buttermilk fried egg salad aioli mustard cabbage bread
BiExSZQh8ehMNZJpHDnZCw.jpg	beef red chile
hb5ZYGKZ7-px5tMDPPE8-w.jpg	salad sandwich wrapped
6mVXzjvpzjMvhrF38iMueg.jpg	kalbi bento salad cucumber macaroni rice crab roll
g5upK7ualKbq1XrWZu_woQ.jpg	beef noodle soup
eQwdV07l97D0zJJdH9iAbQ.jpg	yummy breakfast buffet
9fcYWXEn34i4QrbGsZju0Q.jpg	pork belly
E5_71G3NiYcjZnswpYVeow.jpg	salad
1BkqmdHXSwRui-8syQ4zBQ.jpg	turf roll
GfRcbfy_Szaqx-Mmmqk2og.jpg	craftkitchen chocolate crunch
1xHDHEuiLuSj5tJ00rSrRw.jpg	chipotle chicken scrambled egg avocado wrap
B3wkcDcZB2IW78LBIzdLnQ.jpg	rice roll
Chn1QwobPUZNB_mN-7WTHQ.jpg	pork tonkatsu tempura
Hd4CM_AarSJJenXGnzxdnQ.jpg	dinner salad elote taco
g3sCiJeA9xbUlX8liVWMTg.jpg	shrimp pepper salt
fLwRKUz8tj6T5c6WkJunAw.jpg	breakfast burger
GmdhWPkhIS0RmPEXLriXdw.jpg	roll homemade sweet sour sauce
0ysdws8GSoiOT5AdALjnew.jpg	pineapple fried rice
80b5qdjfhA3c2uOAIELQgA.jpg	sandwich
7fnp1qI2FPfC2s8bi_wVMQ.jpg	lobster shrimp pastum
bq1LTCuunxs0qqzo35LhJg.jpg	bacon potato salad deliciou love waffle fry
eYDrQgVlOO1L7KaP4ZWywQ.jpg	lavender blueberry white chocolate
0dGCQWywnbG4lpeY17PE8g.jpg	asparagu fried egg
0_hcoUAQe1Cq3x6iK_4Hzw.jpg	chicken salad
f0PTyi5-NS1O13uXEn-VEw.jpg	californium chicken sandwich
gZAoai-A8RjQyGfiz7uCAw.jpg	butter chicken potato veggie noodle rice roll
c26TjjTS0UbkiR81waLiLA.jpg	shrimp chicken steak
8WxGzDMHHEI2p-heponvww.jpg	fresh salad
9FKklPm0pyckk4yyaUOzKw.jpg	sandwich
cGUOGKTfdeLz-jhqVLVlzA.jpg	beef noodle soup shank radish chopped onion cilantro
dD34TfuDZVC44MJh_RTxlA.jpg	sticky rice chicken mini shrimp
EtSuFkYu3MWxrl0e8QZzzg.jpg	special huge breaded fried pork chop side soup
9vM1449LtvW9RV4UGku5KQ.jpg	mango sticky rice
_D4IHQ9MX4af1et-KfZHDg.jpg	house slaw chicken sandwich
Bdm3vZdgrCshfqkhgCcAYA.jpg	spider roll
6YtntNUyguKnK_f_UFYcGA.jpg	pork
2tXJD44PHCLphTGP6myc_w.jpg	beef tataki flavor
DRgF05HpyNmdxpCWuNKTtg.jpg	roasted chicken salad
6Zx0NJA4dWFoNjbW99w1VQ.jpg	beef
8V1iphZavpzx0Bzl8LM4JQ.jpg	lobster shrimp fried rice
-gS2OvkmqqeUxPuIbhz19A.jpg	bbq pork steamed bun
7n84cmw94j6_lx9DIb6qVg.jpg	buttermilk crispy chicken sandwich extra meal
2nl7e5J9OHlyDO0m3Xjm9A.jpg	meat plu salad
9IuWCp2RnJx4RmdSk48swA.jpg	antipasto salad deliciou
a32Tk9ekDDenXfXWHrM32A.jpg	sandwich greek salad
219vS-TQ9ibgiHfcTrjE2Q.jpg	beef sizzling plate
bmi8-ro1lx4cW45E5pXTtQ.jpg	fresh roll shrimp pork
Ars_aInvkJsPJxKp-EF9ug.jpg	chocolate nutella
08FJb6ISkzzK2Dud1GSrAw.jpg	shrimp stuffed
1VGw_cL0LR1G1vW1HN-y_Q.jpg	cannoli cooky cream filling chocolate dipped topping
DbgPQZUDGJ3q58_XsQnybg.jpg	japanese lasagna roll
-hM1LkhIysNGZ2pKLZ5S-Q.jpg	pork belly steam bun poke house
erlFZWl3X2BTwgs6V1JYxA.jpg	shrimp sauteed garlic sauce asparagu tomato angel pastum
923MTV6WuQKppF75aYlZ1Q.jpg	breakfast muffin
fQpifDZ5WDDFd3d31Dsksg.jpg	pork ginger
g8Lt6_SbdZI4mwyeIlKQYw.jpg	beef
2Sr2u8HRGXrIs5IOA_mbTQ.jpg	grilled pork chop baked egg rice
8cRoVZtrq5DnFXwVlb4udw.jpg	wasabi roll
eTDgrVB5WM7zoMFp60Nefw.jpg	chocolate slouse
Gsu8S0kVB_7SUGmPKAqnJg.jpg	chicken salad
f21m0iNexxIZ-De4QH_cEw.jpg	pork dish seasoning true flavor
dGZUh143eOHTviTUyAF1Zg.jpg	hummu kaftum beef
aK5-h5h5XoSoqUnQpu9JEg.jpg	breakfast crunch
6ZQ8K-4N4NfZqekVrTqXJA.jpg	sandwich roasted pulled pork spicy mustard caramelized onion
8SjETu-uFWVwM6xG0ep7mA.jpg	cabbage salad
CHuPrpxpmB1zwqyL6hZYSA.jpg	beef ground
e4fIlRxphdPuVDlm8KcRhQ.jpg	chocolate cookie
0PntExvEO3tt-gnHedwQug.jpg	braised pork bone rice noodle
EuuY6JfGT-w2A9bDtzJcDA.jpg	beef noodle dish
8l-l8jG2t0WJySMG9vT_IQ.jpg	pork belly bao cucumber scallion peanut black sugar cilantro
geIs7D8bFdgS55MAPMza-Q.jpg	crispy rice
c9RkTnDx39rS8wGpw1YWOg.jpg	deviled egg
aHf-66PibpYyQOMXn2Q2mA.jpg	calory double chicken avocado salad
6waWjl4yozh3aFUrvcEByg.jpg	plate chilli chicken dry style vegetable fried rice
-bV_HB4CMwojD4rbyfXrAA.jpg	greek salad
G_wL-HmeEz-bMHzVb2q6Og.jpg	lamb shank served vegetable soup rice
0uwcnwVDxRbtXED2hVv20w.jpg	shrimp dumpling
HjClQH_WCJ6vJssQLhtYnA.jpg	french chocolate cake
1if9DXGRrHZ4BphaEA3AZw.jpg	rice roll sauce
FV4AfgRkUNjm-rzA2xl__Q.jpg	caesar salad
gs3AguKG8eNA9Q_TdoiLFQ.jpg	bbq pork sandwhich
aUY_CDzHgmpXk-MtLtnXHw.jpg	steamed burger beef chopped onion food pickle
bKbNNaGnvnJke8xz8Sb49g.jpg	fried shrimp roll
cX1Xh7_K-GTEmb7QB9j9-A.jpg	free chicken duck breast beef
1Pi5rzQBNCdDPYpiu3gIeA.jpg	shrimp
DnVM6vc5019FEMQKCbMkGQ.jpg	belgian chocolate pancake
9pRBlkSDFu7WsjEOKUevPA.jpg	big breakfast biscuit scrambled egg hot sausage hash brown
g2J_nSxHCSVthpV-Lf-r-A.jpg	buttermilk chocolate frosting
B6yZLZB99ZxEKxHRRHXd0Q.jpg	shrimp tempura taco
btZ1yqe33sDL-Wd7M0EYNg.jpg	pulled pork sandwich
fVL5iOy1DnDIypMwZQFj1Q.jpg	chocolate cake
CwrsHpB5smfCwKE3NTds_A.jpg	salad small
fE0npPiEQRt7tkrRYmqYcg.jpg	salad chicken
DVJCCKSDViWV7BxdAnD4qQ.jpg	love filling roll
8hePFlgp8DkpM1DV0kTmIg.jpg	pork cheek chicken wing bacon wrapped mushroom shishito pepper
6sJMX46tcZkfktKBFLaw6A.jpg	smoked salmon scrambled egg tomato dill
c5QV-4XSMJ-dX7fl_SlQ2g.jpg	roll
3Be4p18KveEJ8fad1eZ-NA.jpg	egg tart bird sticky rice
F-CNN6EG--WE6RxbxCfQRg.jpg	sandwich
7GepKWlMH7f5pB4tjNXIYA.jpg	buttermilk crispy chicken sandwich extra meal
FyHaMsyQjzY--IbEruaHug.jpg	porchettum lunch sandwich
cUWleOdfug4o0mTdQrobLw.jpg	rice bean
D2XUh_h8UvExncpa1Xjhbw.jpg	italian beef
1ScwS08woC4LtR6WXwqY1A.jpg	shrimp scallop
14vsBIz6ZTzs9ytxMuADfw.jpg	fresh bread pastum soup salad
he1QE28iuMMwoM9zLlbFzg.jpg	beet salad smoked yogurt pistachio
dT6bS_kAtSBbypfFUNyuyQ.jpg	veggie combo seaweed salad
9amMreV0_yzf-zPuoqWcQw.jpg	braised pork
ahgW_wAWkGGcNKq9JomqYA.jpg	souffle pancake chocolate cream
bxVfixRO7wSiSdBPiBjQiA.jpg	caprese salad
HOfl3FFsmlR6cBdL5bf-6Q.jpg	smoked salmon egg omelet
chvmZ5-gqEdjsnhBcZ9Ihg.jpg	fried chicken stick rice
1I1sGtDnMnt3d93M-pgNsA.jpg	pork katsu curry
eWL9yYlY-5mawXALDGI5bw.jpg	chocolate bear cake vanilla swirl piece cute
DizhCyQf10ZeUzifgx3WlA.jpg	shrimp
hM73PmzmMrj8dm6qoxAgLg.jpg	crispy shrimp roll
cTV5uukGR5zuDT3UN0dqZg.jpg	roll
BlZjDk7l8mUA8o1rlf6DmA.jpg	pulled pork small
2XbMSn5YXdctWsrPRVCOtw.jpg	brie greek salad
d6GIAIE_QDgx7JHQC05dFg.jpg	chocolate snow cocoa base
6SH9VdvaaFBwev2YAC6pmQ.jpg	basil beef lunch special
d-Vw8jYXG313NlBFGS_r_A.jpg	cinnamon roll
gA25JTzaTe8oyEDefKzd4w.jpg	taco rice
BxqihocF-d4fGsfC5A-QKw.jpg	soba salad
ExJB3fBHpLCNX5UvvWAybQ.jpg	shrimp sauteed garlic sauce asparagu tomato angel pastum
68mPNBeZfPEIAHAW7sgTmg.jpg	red pancake cream cheese syrup chocolate crumble famou yummy
D7ZfxWcndLKvc_f6HG0pAw.jpg	salmon salad appetizer
C4ox0BF9VZ0a05SKzFE-NQ.jpg	brisket coconut shrimp
0_K-f9iffTrFZdIsOdDLgg.jpg	chocolate souffle cake
7yxTrzLkRlo0Y9Hhkb0h0Q.jpg	corn dog beef mini dipped beer
E5-rcdmkgoJHwWtFI25ATA.jpg	garlic shrimp
E-NSC4TAcwWjjiuARgU7Hw.jpg	steak salad
fsyOpk5yNQhw4F83UE8eEQ.jpg	caesar salad
a0MDFes1LchbD3XXpQGz1g.jpg	grilled cheese salad
b-Hne2C_GIo6U5Ok-pnFiQ.jpg	crispy thai fried rice
foYXefFMS8Z2WqAmFGvyxw.jpg	beef
9JL2Ad-zUpBNyFPr2z0MVw.jpg	grilled salmon house bourbon glazed rice
0viiAbWE_b62zXw7Qyiceg.jpg	bbq combination duck pork
gFFWDG8f5P9WAHD2u6K3Yg.jpg	shrimp sauteed garlic sauce asparagu tomato angel pastum
71r8gdfP9lSCPF3h54neQA.jpg	salad
B2GoE0LYO1TQA4iWwp5xKA.jpg	kurobutum pork belly
6a7mVwllBvi7jR5u1UemQg.jpg	shrimp tempura
b5Lla_nXIYFm5nwS2bAVqQ.jpg	grilled reuben sandwich sliced corned beef melted swiss dressing
D9CDFicY1zoYalVLe17u6g.jpg	veggie fish rice
d9z12cmoI4fN2ISwzsl8vg.jpg	turkey swiss garlic aioli croissant sandwich
Brwgn_o6PAQXw5zB9QT7QQ.jpg	deliciou roll
g4GQ1bDwvEQPzASHGFg9bg.jpg	pie ball seed salad
fpmyHXBa3pPwtFVRNz3XLA.jpg	coffee cream chocolate sugar
BkUMJ8Y6xG1u_1LmPrAvBg.jpg	papaya salad
FfNwUfcDBsZzc42zf1rRfw.jpg	pulled pork
0L2dOBTjEJjIj8RCzWUGtQ.jpg	spicy pork dish
gaDbtI3WGe1aT22ZeIiD9g.jpg	steak sandwich scallop
ByKjnueZ-cL_nyAf03f11g.jpg	cookie monster cinnamon roll
aFGRrsikwy-Lw9b_Pj4PXg.jpg	lobster shrimp fried rice
7ltLRmX-zkIo5gYRvHEFfA.jpg	breakfast sandwich
HF_PPAGsRO30mDByreRCrQ.jpg	cheese pork
E6sKCv6n5FyT5w82ytGGuQ.jpg	californium chicken sandwich
0DLWzbR2aImVT3kCEFgTgA.jpg	egg benedict
BE3corcS5GQ3qSSYzHYogg.jpg	chocolate deliciou
78VT3-8jeo_9P3vkwNBLyA.jpg	bacon egg benedict potato
Ev8WoHFRVOhAF_wUrC_77g.jpg	brunch vegan avocado sandwich
fzPOQxDHyFqEeH1Gpz_Inw.jpg	beef
bj2QXkvu5T5e4GBltwl_vg.jpg	strawberry vanilla crepe breakfast
dABwhePgYOgueEEFwkpCng.jpg	egg sausage potato
hCwjpKLunX_1-RBUKs2liA.jpg	beef
9w3ey8cCYyzXy9AKJ9Q4lQ.jpg	artisan grilled chicken sandwich extra meal
7ZMTRgm2tPbyor7Rqq0slw.jpg	yuzu roll maki salmon avocado lobster
Aov7oHJZpgCesNxniW9LCw.jpg	matcha coconut chocolate
A2iMVYq_E4A_9LfqBHFVfg.jpg	donut ice cream sandwich
CbQancSXaf4RSvtgLq3j4w.jpg	creamy garlic tiger shrimp
8Q6K36WJKZxjRkBC0b0JmA.jpg	sweet potato tempura roll crispy sliced japanese
eA_k5ypTKeimt3r_FtGgtA.jpg	pork cheese garlic vinegar aioli bread salad
-8xtcHtn04xONIR9_EFvkg.jpg	strawberry vanilla crepe breakfast
dxAwyC3TuVMPD4b8IO3WJg.jpg	crispy shrimp
gLsgrUAcC95dhduXb-8JwQ.jpg	chicken rice
FwYAIL3hTKkWOBedyR0ACQ.jpg	chop salad taco
CX0w_aLplusaPFn_xs_Qyg.jpg	buttermilk fried chicken sandwich
7yChOGNMYrchLFhEbN-JUw.jpg	shrimp
e1JhEVL1-i4QYbuU_CnsuQ.jpg	pork belly
Gbqh_HjouOGdhDAXxlXlhQ.jpg	salad
ezggfEiyiqmsT1NGEF-c4w.jpg	cajun chicken sandwich
BA0NKe2w1u7SaNcAk4zCbA.jpg	pad crispy pork
053JQh7XdJNCFTCMUHWgDQ.jpg	noodle minced pork peking sauce
7_Tsnv8x8QkoiN6gKWKtcg.jpg	meat lamb beef salt
7zhg2o1TVg8_0sHFxqL0qw.jpg	chicken sandwich hot
7eGPIXddNEoZCtfbOPC0xg.jpg	rice
GZRW9j4Jt7_Pzk8hwGcDkw.jpg	pork belly taco
h7jszgyJfZ8ONVLIkJZ_lw.jpg	red rice bean
9PuXdR_XINzCaRW5hs7_-g.jpg	spinach chicken salad
6wyIDpwNAK9mR8-9wZwYNw.jpg	artisan grilled chicken sandwich extra meal
dscX-qq5nvsKRnrNDCQ1GQ.jpg	bulgogi marinated bbq beef
dQyxe3QKkI4kosIFnA4Ngg.jpg	beef steak combo
2Vgd02ld40Vi53m6yI0Q3w.jpg	chicken rice tofu
GoF9ealkoZx_xnLCuX8dew.jpg	pork chop
86o6AGYTJmCHuAis5HSN-w.jpg	homemade fried roll
9EjcnCiWeh4Iw5IsiV93ew.jpg	pepper shrimp garlic butter house bread
1T254y0C4w9fa4-3lYJkuA.jpg	order chocolate chip double cooky
cRAeuM4zxEssru72f7qf0g.jpg	shredded chicken rice pea carrot avocado chipotle
fbcTfuymUZ9xAUPTqjvN5Q.jpg	spicy scallop roll gyoza beef
chpShwAjpTYJ9nu7gKnTWA.jpg	bun cha grilled lemongrass beef roll vermicelli noodle
Cv4bzJz1Ypm4TNqzb9sqdg.jpg	rice noodle
6ChDf3yKYf_tYJMOqBrQFg.jpg	sandwich special
ARiXt_jqQyF2RS-iaWJmYg.jpg	shrimp chow noodle
8q3e-1fhwCIedQcUQZ0q6A.jpg	pork belly clam
atlEczsk3vOxRJnTzpBaKA.jpg	small pork bone soup hot
-8SINvJObXXOkzirWBiupg.jpg	chicken pad thai shrimp
CwZdVzC-JW8bGTaY0zxXdg.jpg	meal bbq chicken papaya salad sticky rice
aXz0IrHhI9HP9oY7uizYKA.jpg	tiger roll red dragon tasty
1NCM8kCYALRkdg9Xe54VJA.jpg	pork
95nex0CeAF6YrfMa7XtQEQ.jpg	sausage trio spinach cheese deviled egg
EK6ZFH1gNUj1XcCt3_FicA.jpg	salmon kimchi shrimp bowl fresh
d_8FgW1wagnrvmn4Hhb-wQ.jpg	half sandwich salad turkey mozzarella super raspberry chicken
6ZarEPtVciMUsXRcn6PuAQ.jpg	ribeye cooked big egg flavor
dneFjWxWpzccjDjwcu_3HA.jpg	pork egg
bsog2Xl8f3FM09W_4FnMmw.jpg	beef drunken noodle
A8-4_mM_jXI1UmKlcnpxdA.jpg	pork rice
F-7Aajg9wPzitd1PIgaiPw.jpg	beef trout sauce
2E0QzuPcAoKDELv4bDSu5g.jpg	classic caesar salad
1ORamb8yMp4LopeDMzzkxQ.jpg	beet salad tofu
07A5uSwHuVzZo_2gGKfHHg.jpg	beef sashimi pork belly appetizer yummy
9zGGDvSBvzM0eQisgvpk1g.jpg	beef salad thai grill
_2jE9ba7_KdeGZeqm2ii1g.jpg	shrimp chicken kabob
fuaclvADHGVU-v6DJaw1fg.jpg	salad
f5JTTcbJfkh1J42S_KmF8g.jpg	crispy shrimp sweet sour sauce
FnV6fGHQg5lL0mTjHtPG6A.jpg	purple potato bbq pork doughnut spicy strawberry jam
06W8PdGrVvsQmC4N4pZjCA.jpg	rainbow roll
dJ9ve_HxeyQqQuYPQzqy5Q.jpg	slaw roast beef swiss cheese
c8BGEyVkwelpdPhrznwAtg.jpg	ribeye steak egg
9apkSUl1kwZIT3dn-0WDUQ.jpg	tiger roll
11wd9e1gia-0w8aSWsMCFA.jpg	bacon wrapped shrimp
G3mmXUX6N2EGXVcWs54IFg.jpg	chopped antipasti salad
7HFs8ufHMXiRrkF-pVbsiA.jpg	pork basil fried rice
aMRJECzMZ_SKH4IF_A8sNQ.jpg	chocolate souffle ice cream
6ZhvMepZfr0vWmnqCf3Odg.jpg	happy toro pork belly bulgogi
BG3OUXVwT1Y-Nn34pK4Vjw.jpg	chicken salad
2qGNOMve16Q0B-JMrQ9edA.jpg	lobster tail crab cake shrimp
BtEO9tvOTMk6Af5XkBp_lA.jpg	sandwich
eDfqJUhEY8rnNlLo-XVa5g.jpg	turkey pastrami sandwich
GWckmPec7A3nrhmaeXkAdw.jpg	chocolate cake
7bnUAASGhsBR5WOBYbGnXA.jpg	beef stew noodle
D74RxD9jABE3NXlb3OtLLg.jpg	italian sausage sandwich
dbv7xt2FcMgeE4ftC-8Srw.jpg	beef short rib pulled pork
dExin73nbkN8rtrdgBBcLA.jpg	roll
7c46C4KOEPecl-Dh1-MTVg.jpg	chocolate
2ErJeoonR3fcZaDeNOm4qQ.jpg	deliciou pork roll vermicelli
1YQShWnUnNLM86DpMdPU_w.jpg	cinnamon roll bacon
EGE0BAsck0yLOX13NX_G2w.jpg	cinnamon roll
F8jXsdRfDVD-Ro9sG0ixOg.jpg	chocolate chip cooky
axVm4i92s1B3dh3AspT_dw.jpg	salad falafel
E3miekkTK-NiLEf0kyUBEA.jpg	house porchettum sandwich
2ObFiXc1MleuXMnsoHdM1Q.jpg	pork
dEkVYsj7Vz5UimY3dsKoSA.jpg	roll
dRKesSKZ-vvTmz-zRU65rg.jpg	perfect sandwich
C4JF6BrRb4LuriG-ChVBVA.jpg	breakfast burrito
dAHb3tkJpFf9T89yUfDogg.jpg	sticky rice
dVuaflxFk0TCmedEP2Gs1w.jpg	sandwich cooked pork ham pickle topped sunny egg
c85-hGBaxHKaz5MJzMT84Q.jpg	amuse egg pork sausage red wine braised cabbage
cLDHGxqxfOk-RJdqCh8TkQ.jpg	shrimp bun
f154DeGAM2RqTPrraUa6Mg.jpg	coconut sticky rice
0rZ7k5ywRXY7LOdefETahQ.jpg	pork toro korean kalbi
3-8cfoR9oIx27XtoPeS0Sg.jpg	scallop roll
8Se8CyiuLafw4X9lCZvkdw.jpg	fried rice
8nRGp-4BCv5z0SOZhjUm-g.jpg	breakfast sandwich
1qoMmbPFP8o0VH4E_2D9OQ.jpg	pork tenderloin mustard
86pwhhkCqtGDLFhHB1y56A.jpg	salmon roll sashimi
GFPw0TYiXtO3hnvLspzk6A.jpg	italian beef hot fry
hBbFnus5WYDDLND2Ol_uag.jpg	garlic shrimp
2L6NbEHrfzCFxkAl4Ewavw.jpg	strawberry chocolate fondue
